idx,final_scores
0,5.7265334659336675
1,5.733234633820021
2,5.738980247227123
3,5.744305314302868
4,5.742356505764667
5,5.753061870342008
6,5.7632327012042515
7,5.763600995624085
8,5.758280988958407
9,5.758245329317231
10,5.743243874411826
11,5.738729163953645
12,5.75171508681642
13,5.746252987829643
14,5.752575896821152
15,5.736154447925449
16,5.73546087965904
17,5.7415473380220945
18,5.727371492462685
19,5.7295159870845325
20,5.72979045909917
21,5.72567643803397
22,5.725079525140336
23,5.745924549560143
24,5.768468289453234
25,5.790414218421946
26,5.803052737129791
27,5.821009085285312
28,5.833813119398969
29,5.841279142582239
30,5.854983576385699
31,5.851388084586348
32,5.83008420555887
33,5.810977684594296
34,5.800010141059227
35,5.784789327544807
36,5.752550681337503
37,5.736854625295666
38,5.71488033238396
39,5.702989286376678
40,5.67436087986826
41,5.652770355074384
42,5.623851164861934
43,5.607589038902486
44,5.586502588087578
45,5.560307415119631
46,5.534064899550924
47,5.523475782015384
48,5.500921770593374
49,5.4900866305661955
50,5.476160961691218
51,5.446884957033295
52,5.425534982056065
53,5.420341389821011
54,5.415636458319559
55,5.405460786401518
56,5.3970773808776675
57,5.3759556778305155
58,5.3593381857280775
59,5.333672749558837
60,5.337728241903709
61,5.333940360585502
62,5.308963694041505
63,5.300841805424717
64,5.290760111021808
65,5.273583989605041
66,5.268622231265869
67,5.252136988615029
68,5.227325969825952
69,5.217794071679207
70,5.204119122589893
71,5.195739125801262
72,5.187786507347495
73,5.171850667043635
74,5.171231814936996
75,5.147925098179232
76,5.142370905064006
77,5.140572782299382
78,5.1418733411447075
79,5.119419036244608
80,5.118088917549077
81,5.115544992083752
82,5.113501617868696
83,5.12025735543344
84,5.119609082605697
85,5.131872403604833
86,5.124042713071704
87,5.139557239251403
88,5.136820579958658
89,5.131106889222534
90,5.130651951342599
91,5.145894661095871
92,5.145999693058138
93,5.1423242044130495
94,5.13406284041979
95,5.12350890679027
96,5.128171583588921
97,5.117905123771746
98,5.089477135868524
99,5.067651466430406
100,5.061011032698958
101,5.041687005654711
102,5.02195383603657
103,5.01448684752902
104,5.015710323079988
105,5.005089443480191
106,4.9787303843515875
107,4.968189959866458
108,4.958290770174849
109,4.952134016005451
110,4.939521938284071
111,4.933675127717007
112,4.920931219502853
113,4.912062114325152
114,4.891700996063149
115,4.87602325202668
116,4.862164285354114
117,4.841554508196248
118,4.832014349309404
119,4.818433314471088
120,4.811363099666067
121,4.783757831035264
122,4.767672033844554
123,4.737022603239214
124,4.725185969326961
125,4.696700895561442
126,4.680393079401744
127,4.645895140533872
128,4.6180594095228145
129,4.5896963740309085
130,4.567942245607793
131,4.550982627087531
132,4.5229233265811475
133,4.501907056109506
134,4.49054174992392
135,4.479487527855776
136,4.45758562648113
137,4.423405567338351
138,4.4080826801154895
139,4.393863655171132
140,4.374213095413585
141,4.358524621679352
142,4.357776610570666
143,4.358893751981477
144,4.350447900689716
145,4.342283153254201
146,4.3340229527999075
147,4.328445181388057
148,4.321764042089002
149,4.307351071794502
150,4.288853835978734
151,4.285116119906488
152,4.2809211464636565
153,4.275501614508118
154,4.24866362319333
155,4.238860774044574
156,4.219279936313204
157,4.213630998717544
158,4.207381145193915
159,4.200913419112518
160,4.196493118024948
161,4.189605043849248
162,4.185782037916784
163,4.175361555738498
164,4.164669698254249
165,4.1649117485848395
166,4.166240259162077
167,4.156426127862361
168,4.157428544221869
169,4.1590445440660435
170,4.151738166604858
171,4.148262911926189
172,4.151997192334158
173,4.1385336688769225
174,4.130760888743017
175,4.112811639522451
176,4.097352373353192
177,4.088142872269784
178,4.084518106714212
179,4.081172369172111
180,4.063751808920913
181,4.056788634635836
182,4.064631792005684
183,4.062964658910235
184,4.056202580503855
185,4.053969341259616
186,4.046273516952254
187,4.0405073563922915
188,4.035213216545731
189,4.0262556788245965
190,4.0248971850727315
191,4.022196213989919
192,4.015971107485138
193,4.012111269385627
194,4.008302745145629
195,3.9953559333835145
196,3.9913430334992417
197,3.97664334243445
198,3.9678037749435338
199,3.965645932298412
200,3.958091660169909
201,3.9332579715929756
202,3.9152430284198
203,3.8971908420902426
204,3.8836921308735124
205,3.8699410093942737
206,3.8503586237387584
207,3.833820742216204
208,3.8164130574109345
209,3.792361791782858
210,3.7694627198287503
211,3.7451001528511867
212,3.7205234093855273
213,3.6950512863220486
214,3.6759965112575212
215,3.653118604713152
216,3.6264508673693663
217,3.609901927872629
218,3.6033445714747208
219,3.595435269314873
220,3.574857589795905
221,3.5686577440968525
222,3.5565369348871014
223,3.5460742236647556
224,3.536877185462389
225,3.5279423594290416
226,3.5131217119608005
227,3.4935373582555975
228,3.477918624509336
229,3.4631339494486544
230,3.446383410975173
231,3.4332829052925233
232,3.4065665394760747
233,3.3890505184904467
234,3.3791864211607026
235,3.356649515258286
236,3.334881516606811
237,3.31223103157834
238,3.2908948279852264
239,3.2670123965672735
240,3.2546083930889536
241,3.2257961021274064
242,3.207368173664739
243,3.187994490046054
244,3.1583410171707027
245,3.1321096880505714
246,3.1301273606532627
247,3.1083881127735684
248,3.0929815955870037
249,3.083166302291061
250,3.065202685911302
251,3.0477302382283327
252,3.0205680148510354
253,2.987840060547744
254,2.9700667212649896
255,2.9508334135932426
256,2.948629291279672
257,2.9337579735272623
258,2.909905939077568
259,2.88157343856787
260,2.87021180622621
261,2.864699237777499
262,2.8524163731833374
263,2.8308819581603033
264,2.8082373563488963
265,2.794701683194763
266,2.7774429439551875
267,2.7497346093766057
268,2.72594493836448
269,2.6917757208469624
270,2.6708644620506576
271,2.644931860839433
272,2.6217867240792496
273,2.608589061280927
274,2.592861238456645
275,2.57844303132246
276,2.56179542704716
277,2.5469312590687063
278,2.5220690772269685
279,2.504738956234934
280,2.4930725390781507
281,2.48290447984936
282,2.4707986291799555
283,2.458907021626099
284,2.452603926521954
285,2.439463605113486
286,2.436468387808586
287,2.424413335011531
288,2.4180342555912673
289,2.422203586187079
290,2.420562388292475
291,2.4061745887768495
292,2.4075638349880615
293,2.4013482298800555
294,2.3738856991918738
295,2.360412237433285
296,2.359943197834665
297,2.3606206665878986
298,2.3678440047447578
299,2.3592615863580373
300,2.3593995401083756
301,2.3412839854646648
302,2.339859900669248
303,2.3318631405656696
304,2.338578547746185
305,2.3405952169477136
306,2.334773945966062
307,2.3254011672868713
308,2.329098983610677
309,2.3306049905395834
310,2.3390817807158397
311,2.3382649609235564
312,2.352349058277939
313,2.3450505967262525
314,2.352450337493234
315,2.3683468039656264
316,2.378965477289455
317,2.383080447962011
318,2.378953588448674
319,2.3774111371310442
320,2.3715656173385846
321,2.3748413848345717
322,2.379630203028218
323,2.390888982440526
324,2.391188934685172
325,2.3889134422136733
326,2.3913048384508286
327,2.395333527007002
328,2.402745367710435
329,2.4013121483019297
330,2.4060700814711526
331,2.4013078562480046
332,2.4054416965117564
333,2.403248151510895
334,2.401975507458836
335,2.396166637101383
336,2.4054993438273256
337,2.4033128734806293
338,2.4073616992215676
339,2.4351281214788933
340,2.432097875174433
341,2.430442680616969
342,2.429963941383832
343,2.441888871492198
344,2.4529016938146446
345,2.447734270552526
346,2.4553550515104647
347,2.4540429345830836
348,2.4667496984463106
349,2.4721979219168095
350,2.469920020092362
351,2.462256410899119
352,2.4701357215475195
353,2.4702369140811022
354,2.4643522321777978
355,2.46583526578689
356,2.4688164818639655
357,2.4606213072915204
358,2.4660252346365232
359,2.4658631268383133
360,2.4681281766773533
361,2.466054174903913
362,2.467900274998399
363,2.4681481491882735
364,2.4716436634667898
365,2.4776560900845737
366,2.4774003495633945
367,2.4682691184278394
368,2.47407310471181
369,2.4651535292547804
370,2.4623588080655683
371,2.449820002495202
372,2.4651471085522876
373,2.4506656335795083
374,2.442325260902569
375,2.4517164165595955
376,2.4588246312475905
377,2.45527901826402
378,2.4576246540588986
379,2.455308637215811
380,2.4695579952209674
381,2.4691427486944546
382,2.4624073448925494
383,2.4603780579639207
384,2.4510419136318418
385,2.463162492058895
386,2.4615791919655052
387,2.470965964439872
388,2.4612150565321746
389,2.466671874858788
390,2.4662492071866993
391,2.4641896901141407
392,2.4679837501763435
393,2.474614004416487
394,2.4679440757799997
395,2.4698214241229075
396,2.4895144686128527
397,2.4891255578365477
398,2.483996175610377
399,2.4848738920896647
400,2.4871874756996064
401,2.4884668646198858
402,2.486348985840506
403,2.488179209468503
404,2.490919369256207
405,2.4674992064056926
406,2.4582090213328702
407,2.462195439488384
408,2.466679616774073
409,2.470446583344275
410,2.4755540264843994
411,2.4723509025503096
412,2.477201920737
413,2.475386763612962
414,2.4892699482847607
415,2.497566579694601
416,2.5084523130082936
417,2.491320381011581
418,2.4998850265505745
419,2.5036146123808924
420,2.4946013329176138
421,2.4797881988445134
422,2.488160613964497
423,2.488973364178913
424,2.4830734467130293
425,2.470483645564584
426,2.465147332884797
427,2.4716619458475773
428,2.462835605117355
429,2.461059153428073
430,2.455832378333018
431,2.4567531462608305
432,2.453905480359781
433,2.45237679425964
434,2.4343974057161746
435,2.4442773330300844
436,2.4464727087340865
437,2.439731320799169
438,2.436566019023645
439,2.4328681605264695
440,2.4280287345121883
441,2.4139010614237417
442,2.4022672249104913
443,2.404247725183552
444,2.412335288626729
