idx,final_scores
445,2.4094939544555163
446,2.4034957689460654
447,2.411822906475446
448,2.40923374473451
449,2.408805761295548
450,2.4146485463654646
451,2.4203197320779144
452,2.414533449328104
453,2.415847342269081
454,2.4005607805162104
455,2.3958606616291034
456,2.394901632656204
457,2.408429422725343
458,2.4036280642529992
459,2.3980088671753292
460,2.3930672057815223
461,2.3984960854668502
462,2.3986907749625583
463,2.395057265030675
464,2.4012395444054437
465,2.38998281529093
466,2.3983358981991674
467,2.395491117451322
468,2.3826433343422346
469,2.385252207146562
470,2.3807488285159173
471,2.373254035010205
472,2.368214592634866
473,2.3727314062732003
474,2.3616767445477556
475,2.362775459253191
476,2.3634314756682135
477,2.3561221610829914
478,2.3612811659677244
479,2.35727177709097
480,2.343121339578977
481,2.337071121220494
482,2.332931740440865
483,2.3218627921688704
484,2.3221354887089274
485,2.3072922201722883
486,2.307678379962024
487,2.306280917474461
488,2.3055855623556494
489,2.295704906644771
490,2.286391090587502
491,2.2799932661973616
492,2.264043742966331
493,2.255097918011485
494,2.249223963314004
495,2.24218403582157
496,2.2354512134558866
497,2.2264655889439315
498,2.2080211824170863
499,2.2011782625120997
500,2.1876105580656815
501,2.1764073248944324
502,2.1653697446700346
503,2.1624128582438855
504,2.152865467570769
505,2.1438064934604375
506,2.123651110867315
507,2.1172728959779206
508,2.0986081381598023
509,2.083596426621896
510,2.0740196792892163
511,2.0738221252773847
512,2.070441289994009
513,2.078093739428683
514,2.0700297255080438
515,2.0661731267333927
516,2.0606385312168456
517,2.0548898663894644
518,2.0466096768850583
519,2.0466428273057757
520,2.0302384910353193
521,2.0135734545754778
522,2.0011864890436724
523,1.9796771430563007
524,1.9808529344423338
525,1.9747050162928692
526,1.9539603646849477
527,1.9447072990217171
528,1.9394492093921796
529,1.928270304602358
530,1.925889519409483
531,1.9066027749411079
532,1.8979668930400138
533,1.889816949228802
534,1.8828088012926494
535,1.882262302510425
536,1.8726703921879864
537,1.8688635016011321
538,1.864728654615831
539,1.8584340751166217
540,1.8569129896788514
541,1.8554082428316216
542,1.8539399140251915
543,1.852342665309609
544,1.8507454165940256
545,1.8482770260717527
546,1.84563503327345
547,1.843034364341546
548,1.8400168791153233
549,1.8368206398253872
550,1.8335820413922748
551,1.8304976276465434
552,1.8274272985842408
553,1.8243786454897357
554,1.8213299923952304
555,1.818245578649499
556,1.8151500809577834
557,1.8120929980717995
558,1.8090359151858153
559,1.8059968769728378
560,1.8030367366888609
561,1.8001586963130358
562,1.7973065579808418
563,1.7945284005719562
564,1.7917119021459647
565,1.7891052675154757
566,1.7862638441861378
567,1.7834379388283819
568,1.7808086645059233
569,1.7780460250686196
570,1.7765408489057495
571,1.7750356727428789
572,1.7737433991252776
573,1.7724750128982245
574,1.7711396713194358
575,1.7696994023149342
576,1.7682907729787152
577,1.7668151882907606
578,1.765376967479626
579,1.7638074051508046
580,1.7621557540939266
581,1.7605041030370487
582,1.7587875604739354
583,1.7565677012230383
584,1.7543336030034047
585,1.7520995047837709
586,1.749782812495795
587,1.747492248089367
588,1.745375853907783
589,1.7432332155716672
590,1.741961719042241
591,1.7408876339187296
592,1.739813548795218
593,1.7391923134115643
594,1.7387647463380864
595,1.7383699771907124
596,1.7378710095598064
597,1.7374125228161506
598,1.7369570904743938
599,1.7365016581326373
600,1.7360431713889817
601,1.7355668389780068
602,1.7350520917613002
603,1.7345760410887143
604,1.7342138574456432
605,1.7339097834633028
606,1.7335236095728106
607,1.733154152160063
608,1.7327107138240074
609,1.7322672754879518
610,1.731613973356394
611,1.7312157048393477
612,1.730763970872951
613,1.7301156058712568
614,1.728927879556145
615,1.72763675301627
616,1.7263456264763948
617,1.7249531948615213
618,1.7234183154227878
619,1.7218834359840536
620,1.72044495579472
621,1.719041791288839
622,1.717638626782958
623,1.7162735819283057
624,1.7148789455987383
625,1.713497170850228
626,1.7120177670418895
627,1.710603254739787
628,1.7096920591254678
629,1.7088230661329982
630,1.7079188714940423
631,1.7070600613319165
632,1.7061516003687849
633,1.7051579873316223
634,1.7041135518195192
635,1.703069116307416
636,1.7020246807953132
637,1.7009453522073408
638,1.699829990173829
639,1.6986456961478211
640,1.6976218342461682
641,1.6963971152333837
642,1.6950976461067693
643,1.693764131355471
644,1.692443762159638
645,1.691154965551519
646,1.689889765651484
647,1.6886854190074438
648,1.6874423758192825
649,1.6860029028375303
650,1.6845226694661581
651,1.6831211685583831
652,1.681701571549166
653,1.6802819745399487
654,1.678880920835966
655,1.677479867131983
656,1.6760783662242085
657,1.6746515983021868
658,1.6733035628437625
659,1.6726282538136013
660,1.6718424943908956
661,1.6710567349681902
662,1.6702753447265322
663,1.6695030371938893
664,1.6687307296612466
665,1.6675922337755755
666,1.6663869390594963
667,1.6651816443434164
668,1.6639678214510238
669,1.6627175044931861
670,1.6615528292975326
671,1.6604857831617068
672,1.6594187370258813
673,1.6583151968246108
674,1.6572116566233401
675,1.6561433180685554
676,1.6551188166654804
677,1.6541341767724036
678,1.6535983058845827
679,1.6531395016262347
680,1.6526806973678867
681,1.6522218931095385
682,1.6517979819270598
683,1.6510294465584026
684,1.6506744673684204
685,1.6492805912852992
686,1.6480799452526371
687,1.6467976666397866
688,1.645528533582401
689,1.6442462549695502
690,1.6429533038382038
691,1.6416367559987735
692,1.6402593549033488
693,1.6388880067112486
694,1.6375992212832247
695,1.6363104358552003
696,1.6349429179635788
697,1.6335754000719567
698,1.6317124005029873
699,1.6296829986390393
700,1.627639966003512
701,1.6255968103869416
702,1.623632387233969
703,1.6215892316173983
704,1.6195460760008282
705,1.6177671574528087
706,1.615948625592895
707,1.6141905601576958
708,1.6124324947224962
709,1.6106744292872968
710,1.6096477656538872
711,1.6086879008508863
712,1.6077280360478856
713,1.606411485972436
714,1.6051314299624313
715,1.6040231695251366
716,1.6021435183229726
717,1.6002191601577238
718,1.598191826611314
719,1.5961644930649042
720,1.5942215289858899
721,1.592255598756138
722,1.5902896685263865
723,1.5878855411890218
724,1.5855657833190524
725,1.583361712598031
726,1.5813816417843773
727,1.5794787494011437
728,1.5778433027736685
729,1.575904973961958
730,1.5748123119929274
731,1.573755086452374
732,1.5728137627185885
733,1.5718724389848036
734,1.5708956788225414
735,1.5688862401358676
736,1.5668768014491943
737,1.5645583136379941
738,1.5622337729234692
739,1.5599092322089445
740,1.5574600513255563
741,1.5549988182999737
742,1.5525496374165852
743,1.5506182581518027
744,1.5488003657933114
745,1.5470304762898517
746,1.5452792530726698
747,1.5435643472754348
748,1.5418798200317894
749,1.5405357490349811
750,1.5391523285765163
751,1.5378085214299455
752,1.5364647142833747
753,1.5351209071368035
754,1.5337770999902327
755,1.5320766075712136
756,1.5300225916105545
757,1.527968575649896
758,1.5261728511833736
759,1.5243771267168515
760,1.5223731126121745
761,1.5211404892723668
762,1.5198996731590897
763,1.518762058264889
764,1.5176476308873024
765,1.5162422929709924
766,1.514683957693369
767,1.5118897389602943
768,1.5090590999504
769,1.5062648812173254
770,1.5032341855910873
771,1.5004984924182696
772,1.4976856208150309
773,1.4949499276422131
774,1.4923637212809417
775,1.4898665487226166
776,1.4873339397358143
777,1.484832688678906
778,1.4824509528354057
779,1.4799851382069744
780,1.4786715173163625
781,1.4773578964257505
782,1.4762338094462573
783,1.4751097224667642
784,1.4738626633885512
785,1.4725466946780315
786,1.4708590817282212
787,1.4689605451099212
788,1.4670396885503638
789,1.4651519071832615
790,1.4632297537327073
791,1.461307600282153
792,1.4593491294116518
793,1.4573602799875611
794,1.4552708812628805
795,1.4532069150178504
796,1.4511875439349564
797,1.4492710431403333
798,1.4473545423457097
799,1.4454380415510861
800,1.4435630010200173
801,1.4420414840305877
802,1.4405199670411584
803,1.438514396667285
804,1.4365088262934125
805,1.4343054487382692
806,1.4321020711831258
807,1.4299156471237362
808,1.4276961389278162
809,1.4254534432152812
810,1.4233385672905714
811,1.4213732586740908
812,1.420500267679721
813,1.4197480664295656
814,1.4188750754351955
815,1.417502691966317
816,1.4156113061366513
817,1.413892008798179
818,1.4121727114597067
819,1.4102609241930506
820,1.4080892757469483
821,1.4060884546773462
822,1.4040562756778503
823,1.4019045814649465
824,1.3998736635801436
825,1.3985881360317443
826,1.3973593810047371
827,1.3963245782623135
828,1.3952897755198899
829,1.3943035078050103
830,1.393454017369909
831,1.3929882233162922
832,1.3926793083529032
833,1.392412385825582
834,1.3921047677531897
835,1.3914912622870805
836,1.3908777568209714
837,1.3902642513548622
838,1.3895994784460401
839,1.3885564471538439
840,1.3875134158616478
841,1.3857332853913518
842,1.3838360367199731
843,1.3819387880485947
844,1.380019098690934
845,1.3780803897560006
846,1.3761416808210671
847,1.3741898688150287
848,1.3728111663565692
849,1.3714324638981097
850,1.370251568620921
851,1.3690800109589085
852,1.3679350619225192
853,1.3668071111022633
854,1.3656791602820073
855,1.3646299307452543
856,1.3643948759601494
857,1.3644099377838634
858,1.3644249996075775
859,1.3644400614312917
860,1.364968754698251
861,1.3656039987406885
862,1.3660671542919327
863,1.3649838388821545
864,1.3639017845870698
865,1.3628238043185303
866,1.3617417500234457
867,1.360492942378406
868,1.3592441347333664
869,1.3579940659736331
870,1.3560458450140442
871,1.3540408515330629
872,1.3529784160683327
873,1.352103282967799
874,1.351302586938441
875,1.3507033338571826
876,1.3504102991004472
877,1.3501592567797789
878,1.3498662220230433
879,1.3496151797023752
880,1.349745678240914
881,1.349876176779453
882,1.3498961220685755
883,1.3499673348004109
884,1.3500152124383809
885,1.349975701983359
886,1.3506286955443003
887,1.3512959370180544
888,1.3517282533958033
889,1.3520918882151793
890,1.3522514236959315
891,1.3523576256524519
892,1.3525302642043096
893,1.3527122403713436
894,1.352894216538378
895,1.3527725994671478
896,1.3524829410990418
897,1.3522026203461124
898,1.3518193980006474
899,1.3511641237003669
900,1.3502566264614075
901,1.348518644948506
902,1.346631190040172
903,1.3447437351318376
904,1.3427651266745835
905,1.3408930689928071
906,1.3386995343931254
907,1.3354154217940837
908,1.3335391872288902
909,1.331662952663697
910,1.3299534714484587
911,1.3280772368832652
912,1.326328151300209
913,1.3245790657171528
914,1.3228299801340961
915,1.3215080770292567
916,1.3204568574356292
917,1.3183886427545752
918,1.3165824939676616
919,1.3148427281116304
920,1.3130158961493372
921,1.3108828458625212
922,1.3087807331340349
923,1.3066786204055483
924,1.3046091714420283
925,1.3024640690130183
926,1.300286302819042
927,1.2983021624508806
928,1.2963180220827195
929,1.2944955682455501
930,1.292738276472911
931,1.2909023796897545
932,1.2888187543660286
933,1.2871075514161912
934,1.2854793137138427
935,1.2840327346638358
936,1.2825101488573436
937,1.2809342295266193
938,1.2793150029806792
939,1.2776957764347392
940,1.274674065132682
941,1.2718110575123243
942,1.2689480498919665
943,1.2662402980120717
944,1.2638707753041303
945,1.261753475534868
946,1.2595898767570215
947,1.2575954641177585
948,1.255582161590322
949,1.2536600126118056
950,1.251630490002834
951,1.2498848121126724
952,1.2492297122218712
953,1.2487132052582433
954,1.2480614504518057
955,1.247409695645368
956,1.2467579408389304
957,1.2462810382431206
958,1.2459952750200427
959,1.245709511796965
960,1.2448672168708768
961,1.2438504319692323
962,1.2429098863700452
963,1.2414437332100632
964,1.2399874364216568
965,1.238473535312805
966,1.2369596342039526
967,1.2354476963197476
968,1.2339357584355424
969,1.2323911567863706
970,1.230846555137199
971,1.2294251626047568
972,1.2279206974959158
973,1.2264162323870749
974,1.2249117672782335
975,1.223429528197854
976,1.2218862502719068
977,1.2207303447426137
978,1.2183239277218336
979,1.2157528279046557
980,1.212992167344131
981,1.2103608470643246
982,1.2077295267845178
983,1.2051415137199268
984,1.2025535006553358
985,1.201671565585126
986,1.2007896305149164
987,1.1998536016740282
988,1.200854144133948
989,1.20178850937673
990,1.2027817534707643
991,1.2038410361487613
992,1.2047740553081292
993,1.205667085504418
994,1.2066189945519596
995,1.2076782772299564
996,1.2086686413315706
997,1.2075149315728964
998,1.2061569078177783
999,1.2049070537158653
1000,1.2036571996139525
1001,1.2024344237016442
1002,1.2010763999465262
1003,1.1995272368186762
1004,1.1985267077748702
1005,1.1974887746059029
1006,1.1962620856604145
1007,1.1949591574124692
1008,1.193732468466981
1009,1.1924295402190352
1010,1.1911266119710897
1011,1.1898236837231444
1012,1.1882839565953052
1013,1.1865515874899932
1014,1.1834405159262218
1015,1.1803294443624504
1016,1.1772424815551048
1017,1.1741555187477593
1018,1.1710685559404135
1019,1.1679815931330684
1020,1.164779976217534
1021,1.1618326572662732
1022,1.158802234434348
1023,1.1576274971533749
1024,1.1565978775029002
1025,1.155757818595772
1026,1.1549177596886435
1027,1.1540777007815155
1028,1.153237641874387
1029,1.151897747760996
1030,1.1505578536476053
1031,1.1492063501237741
1032,1.1476863178509342
1033,1.1441721770374096
1034,1.1405732821612282
1035,1.1369433200376178
1036,1.1333133579140073
1037,1.1296555841865732
1038,1.1260566893103918
1039,1.122398915582958
1040,1.1187689534593472
1041,1.1151489282039948
1042,1.1137228579198883
1043,1.1124022561780835
1044,1.1107357825515203
1045,1.1090693089249573
1046,1.1073643310519043
1047,1.1056135326783245
1048,1.103862734304745
1049,1.1015633018471211
1050,1.0992638693894974
1051,1.0970569991727388
1052,1.0948501289559798
1053,1.0927005052966328
1054,1.0904936350798742
1055,1.0884406387438612
1056,1.0863876424078482
1057,1.0845385441687525
1058,1.0828820879071297
1059,1.0822157408409596
1060,1.0813859273727058
1061,1.0805449606418795
1062,1.0797639594675208
1063,1.0789688713737144
1064,1.0781737832799079
1065,1.077507436213738
1066,1.0766652799208254
1067,1.0757665836524921
1068,1.0741722842459172
1069,1.0727543396547112
1070,1.0713363950635053
1071,1.06991920177467
1072,1.0685012571834638
1073,1.0672643719915185
1074,1.066810889458295
1075,1.0663574069250714
1076,1.065842773745332
1077,1.065797431752863
1078,1.0658096270002702
1079,1.0659017107330777
1080,1.0659659828620616
1081,1.0660351205683023
1082,1.0661565319257882
1083,1.0662578548889379
1084,1.0663499386217452
1085,1.0664142107507293
1086,1.0663826023867118
1087,1.0663011129117366
1088,1.06598694777583
1089,1.065742582207776
1090,1.0652648925332924
1091,1.0643884983180651
1092,1.0635579246033648
1093,1.0627273508886645
1094,1.0618967771739642
1095,1.061066203459264
1096,1.0602356297445636
1097,1.0594050560298633
1098,1.0585543805047133
1099,1.057833103396774
1100,1.0569579524080885
1101,1.0561424181569126
1102,1.0552672671682273
1103,1.0543660889188486
1104,1.0538535039324766
1105,1.0534582607490832
1106,1.0529595167200727
1107,1.0518473516879192
1108,1.0507492735752133
1109,1.0496484098886378
1110,1.0485334592826148
1111,1.0478124907452917
1112,1.0468867788958847
1113,1.0458287747149784
1114,1.0446221378817682
1115,1.0434067542481413
1116,1.0422845902449536
1117,1.0411631775441366
1118,1.039860705444059
1119,1.0382609630615809
1120,1.0378414988150588
1121,1.0375878487905288
1122,1.0370875300984161
1123,1.0365872114063035
1124,1.0360917582914477
1125,1.035596305176592
1126,1.0351496956598967
1127,1.0337645797933055
1128,1.0323980273561197
1129,1.030968996077156
1130,1.029539964798192
1131,1.028092817293615
1132,1.0267497296393946
1133,1.0253711563642802
1134,1.0242616387785752
1135,1.0234195401164008
1136,1.022987572051855
1137,1.0225556039873094
1138,1.0221236359227635
1139,1.0216916678582177
1140,1.0212596997936718
1141,1.0214085242378517
1142,1.0215573486820315
1143,1.021669028379249
1144,1.0216553747417252
1145,1.0216417211042013
1146,1.0215684507291678
1147,1.0216483923732684
1148,1.0217543612780622
1149,1.0218603301828562
1150,1.0218441006514907
1151,1.0216370805663506
1152,1.021937328720251
1153,1.0220433115469132
1154,1.0221520799474448
1155,1.0222608483479767
1156,1.0220367897983622
1157,1.022017474560832
1158,1.0220833834556944
1159,1.0222318819468605
1160,1.0225008029693778
1161,1.022968868312503
1162,1.023446790027204
1163,1.0239749953362756
1164,1.024516903475288
1165,1.023828249883974
1166,1.0230433669807006
1167,1.0222685729949745
1168,1.0214937790092482
1169,1.020718985023522
1170,1.0199875608615425
1171,1.0192024275241458
1172,1.019459770946243
1173,1.020033448442638
1174,1.020794423831192
1175,1.0217321296863
1176,1.0225971649252106
1177,1.0235348707803185
1178,1.0250291306986268
1179,1.0265574854340354
1180,1.0280517453523437
1181,1.0284201741963697
1182,1.0285394166154642
1183,1.0286614003938037
1184,1.0287833841721432
1185,1.028905367950483
1186,1.0284465592200966
1187,1.0279877504897106
1188,1.0275289417593247
1189,1.0281598121486764
1190,1.028900949577018
1191,1.0296420870053595
1192,1.0302896291520764
1193,1.0309371712987936
1194,1.031474446406521
1195,1.0321836355959633
1196,1.0330836153391796
1197,1.034029782290032
1198,1.0352980343559468
1199,1.036530420677745
1200,1.037762806999543
1201,1.0389032392776332
1202,1.0401356255994312
1203,1.0413493635231035
1204,1.0424805118504723
1205,1.0435186328450323
1206,1.0442449901880488
1207,1.0449801395576155
1208,1.0456650053328116
1209,1.046331222709882
1210,1.0471048137174077
1211,1.0478751446092898
1212,1.0486353865836247
1213,1.0494020638205264
1214,1.0501870764128993
1215,1.0511149974490388
1216,1.0520758058520407
1217,1.0529081817980228
1218,1.053392861267775
1219,1.053761960917489
1220,1.0538252626142446
1221,1.054065294777554
1222,1.054257663960714
1223,1.054051963632515
1224,1.0538462633043162
1225,1.0534544143977038
1226,1.0535399376508827
1227,1.0540421340931672
1228,1.0545415891762067
1229,1.0550410442592462
1230,1.0555404993422857
1231,1.0561400028576677
1232,1.05673950637305
1233,1.057339009888432
1234,1.0568019673266764
1235,1.056154657725931
1236,1.0553517748700305
1237,1.0545488920141297
1238,1.053746009158229
1239,1.053053393341318
1240,1.0527296759324143
1241,1.0520334690690536
1242,1.052458442360538
1243,1.0527555958641979
1244,1.0530886151119745
1245,1.0534790821588695
1246,1.0546172471137345
1247,1.055832152239304
1248,1.057065705762999
1249,1.058299259286694
1250,1.0595141644122634
1251,1.0605790237215462
1252,1.0616252346327033
1253,1.0628401397582727
1254,1.0636861777800999
1255,1.0643417114585796
1256,1.0648307690534555
1257,1.0651818911107318
1258,1.0655265779054415
1259,1.0657831521370165
1260,1.065847943022399
1261,1.065861453048955
1262,1.0658749630755107
1263,1.065921311276512
1264,1.0659677086699304
1265,1.066143124357336
1266,1.0663099179556323
1267,1.0663563153490507
1268,1.0666112349265955
1269,1.066873756968604
1270,1.0673224275890256
1271,1.0684195571239383
1272,1.0693396878700212
1273,1.0702530568947695
1274,1.0711360652540798
1275,1.0720190736133903
1276,1.072790276552667
1277,1.0733699242196848
1278,1.0739189339549142
1279,1.074567992122486
1280,1.075217050290058
1281,1.0759159135439431
1282,1.0770576919054473
1283,1.0777565551593324
1284,1.079005702679254
1285,1.0800005790671294
